Id,x,y,comment_class
231,37.589311,55.734273,-1
232,37.589311,55.734273,-1
233,37.558526,55.728758,-1
234,37.566431,55.731794,-1
235,37.589311,55.734273,-1
236,37.589311,55.734273,-1
237,37.558526,55.728758,-1
238,37.566431,55.731794,-1
239,37.566431,55.731794,-1
240,37.558526,55.728758,-1
241,37.589311,55.734273,-1
242,37.589311,55.734273,1
243,37.558526,55.728758,1
244,37.566431,55.731794,1
245,37.566431,55.731794,1
246,37.558526,55.728758,1
247,37.589311,55.734273,1
248,37.589311,55.734273,-1
249,37.558526,55.728758,-1
250,37.566431,55.731794,-1
251,37.589311,55.734273,1
252,37.558526,55.728758,1
253,37.566431,55.731794,1
254,37.589311,55.734273,1
255,37.558526,55.728758,1
256,37.566431,55.731794,1
257,37.566431,55.731794,1
258,37.558526,55.728758,1
259,37.589311,55.734273,1
260,37.589311,55.734273,-1
261,37.558526,55.728758,-1
262,37.566431,55.731794,-1
263,37.589311,55.734273,-1
264,37.558526,55.728758,-1
265,37.566431,55.731794,-1
266,37.589311,55.734273,-1
267,37.558526,55.728758,-1
268,37.566431,55.731794,-1
269,37.601034,55.76136,-1
270,37.601034,55.76136,-1
271,37.595034,55.762637,-1
272,37.589311,55.734273,1
273,37.558526,55.728758,1
274,37.566431,55.731794,1
275,37.589311,55.734273,-1
276,37.558526,55.728758,-1
277,37.566431,55.731794,-1
278,37.566431,55.731794,1
279,37.558526,55.728758,1
280,37.589311,55.734273,1
281,37.566431,55.731794,1
282,37.558526,55.728758,1
283,37.589311,55.734273,1
284,37.589311,55.734273,1
285,37.558526,55.728758,1
286,37.566431,55.731794,1
287,37.566431,55.731794,-1
288,37.558526,55.728758,-1
289,37.589311,55.734273,-1
290,37.589311,55.734273,-1
291,37.558526,55.728758,-1
292,37.566431,55.731794,-1
293,37.589311,55.734273,-1
294,37.558526,55.728758,-1
295,37.566431,55.731794,-1
296,37.589311,55.734273,1
297,37.558526,55.728758,1
298,37.566431,55.731794,1
299,37.589311,55.734273,-1
300,37.558526,55.728758,-1
301,37.566431,55.731794,-1
302,37.570986,55.76168,-1
303,37.585655,55.737684,-1
304,37.566431,55.731794,-1
305,37.558526,55.728758,-1
306,37.589311,55.734273,-1
307,37.558526,55.728758,-1
308,37.589311,55.734273,-1
309,37.566431,55.731794,-1
310,37.557745,55.730674,-1
311,37.566431,55.731794,-1
312,37.557745,55.730674,1
313,37.558526,55.728758,1
314,37.566431,55.731794,1
315,37.557745,55.730674,-1
316,37.558526,55.728758,-1
317,37.566431,55.731794,-1
318,37.558526,55.728758,1
319,37.589311,55.734273,1
320,37.566431,55.731794,1
321,37.558526,55.728758,-1
322,37.589311,55.734273,-1
323,37.566431,55.731794,-1
324,37.558526,55.728758,-1
325,37.589311,55.734273,-1
326,37.566431,55.731794,-1
327,37.558526,55.728758,-1
328,37.566431,55.731794,-1
329,37.557745,55.730674,-1
330,37.558526,55.728758,-1
331,37.566431,55.731794,-1
332,37.589311,55.734273,1
333,37.558526,55.728758,1
334,37.566431,55.731794,1
335,37.589311,55.734273,1
336,37.558526,55.728758,1
337,37.566431,55.731794,1
338,37.589311,55.734273,1
339,37.558526,55.728758,1
340,37.566431,55.731794,1
341,37.558526,55.728758,-1
342,37.566431,55.731794,-1
343,37.558526,55.728758,-1
344,37.566431,55.731794,-1
345,37.558526,55.728758,-1
346,37.589311,55.734273,-1
347,37.566431,55.731794,-1
348,37.558526,55.728758,-1
349,37.589311,55.734273,-1
350,37.566431,55.731794,-1
351,37.558526,55.728758,1
352,37.589311,55.734273,1
353,37.566431,55.731794,1
354,37.558526,55.728758,-1
355,37.589311,55.734273,-1
356,37.566431,55.731794,-1
357,37.589311,55.734273,-1
358,37.558526,55.728758,-1
359,37.566431,55.731794,-1
360,37.589311,55.734273,1
361,37.558526,55.728758,1
362,37.566431,55.731794,1
363,37.558526,55.728758,-1
364,37.589311,55.734273,-1
365,37.566431,55.731794,-1
366,37.558526,55.728758,-1
367,37.589311,55.734273,-1
368,37.566431,55.731794,-1
369,37.589311,55.734273,-1
370,37.558526,55.728758,-1
371,37.566431,55.731794,-1
372,37.589311,55.734273,-1
373,37.558526,55.728758,-1
374,37.566431,55.731794,-1
375,37.558526,55.728758,-1
376,37.589311,55.734273,-1
377,37.566431,55.731794,-1
378,37.697738,55.733548,-1
379,37.558526,55.728758,-1
380,37.566431,55.731794,-1
381,37.558526,55.728758,-1
382,37.566431,55.731794,-1
383,37.558526,55.728758,1
384,37.566431,55.731794,1
385,37.589311,55.734273,-1
386,37.558526,55.728758,-1
387,37.566431,55.731794,-1
388,37.589311,55.734273,-1
389,37.558526,55.728758,-1
390,37.566431,55.731794,-1
391,37.589311,55.734273,-1
392,37.558526,55.728758,-1
393,37.566431,55.731794,-1
394,37.589311,55.734273,1
395,37.558526,55.728758,1
396,37.566431,55.731794,1
397,37.589311,55.734273,-1
398,37.558526,55.728758,-1
399,37.566431,55.731794,-1
400,37.589311,55.734273,-1
401,37.558526,55.728758,-1
402,37.566431,55.731794,-1
403,37.580301,55.725737,-1
404,37.589311,55.734273,-1
405,37.558526,55.728758,-1
406,37.566431,55.731794,-1
407,37.589311,55.734273,-1
408,37.558526,55.728758,-1
409,37.566431,55.731794,-1
410,37.589311,55.734273,-1
411,37.558526,55.728758,-1
412,37.566431,55.731794,-1
413,37.589311,55.734273,1
414,37.558526,55.728758,1
415,37.566431,55.731794,1
416,37.589311,55.734273,1
417,37.558526,55.728758,1
418,37.566431,55.731794,1
419,37.589311,55.734273,1
420,37.558526,55.728758,1
421,37.566431,55.731794,1
422,37.697738,55.733548,-1
423,37.580301,55.725737,-1
424,37.593255,55.733006,-1
425,37.595716,55.734567,-1
426,37.589311,55.734273,-1
427,37.558526,55.728758,-1
428,37.566431,55.731794,-1
429,37.589311,55.734273,-1
430,37.558526,55.728758,-1
431,37.566431,55.731794,-1
432,37.593956,55.733543,-1
433,37.589311,55.734273,-1
434,37.558526,55.728758,-1
435,37.566431,55.731794,-1
436,37.697738,55.733548,-1
437,37.697738,55.733548,-1
438,37.589311,55.734273,-1
439,37.558526,55.728758,-1
440,37.566431,55.731794,-1
441,37.566431,55.731794,-1
442,37.558526,55.728758,-1
443,37.589311,55.734273,-1
444,37.566431,55.731794,-1
445,37.558526,55.728758,-1
446,37.589311,55.734273,-1
447,37.558526,55.728758,-1
448,37.589311,55.734273,-1
449,37.566431,55.731794,-1
450,37.558526,55.728758,-1
451,37.589311,55.734273,-1
452,37.566431,55.731794,-1
453,37.566431,55.731794,-1
454,37.558526,55.728758,-1
455,37.589311,55.734273,-1
456,37.591952,55.760109,-1
457,37.58809,55.761092,1
458,37.590973,55.759532,1
459,37.590973,55.759532,-1
460,37.588754,55.76135,1
461,37.590973,55.759532,1
462,37.566431,55.731794,-1
463,37.558526,55.728758,-1
464,37.589311,55.734273,-1
465,37.589311,55.734273,-1
466,37.558526,55.728758,-1
467,37.566431,55.731794,-1
468,37.697738,55.733548,-1
469,37.697738,55.733548,-1
470,37.566431,55.731794,-1
471,37.558526,55.728758,-1
472,37.589311,55.734273,-1
473,37.566431,55.731794,-1
474,37.558526,55.728758,-1
475,37.589311,55.734273,-1
476,37.566431,55.731794,-1
477,37.558526,55.728758,-1
478,37.589311,55.734273,-1
479,37.566431,55.731794,1
480,37.558526,55.728758,1
481,37.589311,55.734273,1
482,37.558526,55.728758,-1
483,37.589311,55.734273,-1
484,37.566431,55.731794,-1
485,37.566431,55.731794,-1
486,37.558526,55.728758,-1
487,37.589311,55.734273,-1
488,37.589311,55.734273,-1
489,37.558526,55.728758,-1
490,37.566431,55.731794,-1
491,37.558526,55.728758,-1
492,37.589311,55.734273,-1
493,37.566431,55.731794,-1
494,37.587739,55.761117,-1
495,37.590973,55.759532,-1
496,37.596183,55.762895,-1
497,37.590973,55.759532,1
498,37.590973,55.759532,1
499,37.55964,55.768831,1
500,37.591952,55.760109,-1
501,37.591952,55.760109,-1
502,37.587739,55.761117,-1
503,37.60408,55.759917,1
504,37.590973,55.759532,1
505,37.55964,55.768831,1
506,37.63394,55.727785,-1
507,37.631119,55.727562,-1
508,37.558463,55.729564,1
509,37.560898,55.729442,1
510,37.558526,55.728758,1
511,37.566431,55.731794,1
512,37.589311,55.734273,-1
513,37.558526,55.728758,-1
514,37.566431,55.731794,-1
515,37.589311,55.734273,-1
516,37.558526,55.728758,-1
517,37.566431,55.731794,-1
518,37.589311,55.734273,-1
519,37.558526,55.728758,-1
520,37.566431,55.731794,-1
521,37.589311,55.734273,-1
522,37.558526,55.728758,-1
523,37.566431,55.731794,-1
524,37.589311,55.734273,-1
525,37.558526,55.728758,-1
526,37.566431,55.731794,-1
527,37.558526,55.728758,-1
528,37.566431,55.731794,-1
529,37.558526,55.728758,-1
530,37.566431,55.731794,-1
531,37.589311,55.734273,-1
532,37.558526,55.728758,-1
533,37.566431,55.731794,-1
534,37.589311,55.734273,1
535,37.558526,55.728758,1
536,37.566431,55.731794,1
537,37.589311,55.734273,-1
538,37.558526,55.728758,-1
539,37.566431,55.731794,-1
540,37.589311,55.734273,-1
541,37.558526,55.728758,-1
542,37.566431,55.731794,-1
543,37.589311,55.734273,-1
544,37.558526,55.728758,-1
545,37.558688,55.728976,-1
546,37.557511,55.729863,-1
547,37.558526,55.728758,-1
548,37.566431,55.731794,-1
549,37.560493,55.730259,-1
550,37.558526,55.728758,-1
551,37.566431,55.731794,-1
552,37.566431,55.731794,1
553,37.558526,55.728758,1
554,37.589311,55.734273,1
555,37.566431,55.731794,1
556,37.558526,55.728758,1
557,37.589311,55.734273,1
558,37.566431,55.731794,-1
559,37.558526,55.728758,-1
560,37.589311,55.734273,-1
561,37.566431,55.731794,-1
562,37.558526,55.728758,-1
563,37.589311,55.734273,-1
564,37.566431,55.731794,1
565,37.558526,55.728758,1
566,37.589311,55.734273,1
567,37.566431,55.731794,-1
568,37.558526,55.728758,-1
569,37.589311,55.734273,-1
570,37.558526,55.728758,-1
571,37.566431,55.731794,-1
572,37.558526,55.728758,-1
573,37.566431,55.731794,-1
574,37.589311,55.734273,-1
575,37.558526,55.728758,-1
576,37.566431,55.731794,-1
577,37.566431,55.731794,-1
578,37.558526,55.728758,-1
579,37.589311,55.734273,-1
580,37.566431,55.731794,-1
581,37.558526,55.728758,-1
582,37.589311,55.734273,-1
583,37.566431,55.731794,1
584,37.558526,55.728758,1
585,37.589311,55.734273,1
586,37.566431,55.731794,-1
587,37.558526,55.728758,-1
588,37.589311,55.734273,-1
589,37.589311,55.734273,-1
590,37.566431,55.731794,-1
591,37.558526,55.728758,-1
592,37.589311,55.734273,-1
593,37.566431,55.731794,-1
594,37.558526,55.728758,-1
595,37.589311,55.734273,-1
596,37.566431,55.731794,-1
597,37.558526,55.728758,-1
598,37.589311,55.734273,-1
599,37.697738,55.733548,1
600,37.593956,55.733543,-1
601,37.566431,55.731794,1
602,37.558526,55.728758,1
603,37.589311,55.734273,1
604,37.566431,55.731794,1
605,37.558526,55.728758,1
606,37.589311,55.734273,1
607,37.566431,55.731794,-1
608,37.558526,55.728758,-1
609,37.589311,55.734273,-1
610,37.566431,55.731794,-1
611,37.558526,55.728758,-1
612,37.589311,55.734273,-1
613,37.589311,55.734273,-1
614,37.589311,55.734273,-1
615,37.561203,55.770152,-1
616,37.622199,55.770461,-1
617,37.65629,55.77072,-1
618,37.600945,55.766694,-1
619,37.579645,55.726877,-1
620,37.579645,55.726877,-1
621,37.630948,55.78772,-1
622,37.558526,55.728758,-1
623,37.566431,55.731794,-1
624,37.589311,55.734273,-1
625,37.594522,55.744703,-1
626,37.566431,55.731794,-1
627,37.558526,55.728758,-1
628,37.589311,55.734273,-1
629,37.566431,55.731794,-1
630,37.558526,55.728758,-1
631,37.589311,55.734273,-1
632,37.566431,55.731794,1
633,37.558526,55.728758,1
634,37.589311,55.734273,1
635,37.566431,55.731794,-1
636,37.558526,55.728758,-1
637,37.589311,55.734273,-1
638,37.566431,55.731794,-1
639,37.558526,55.728758,-1
640,37.589311,55.734273,-1
641,37.566431,55.731794,1
642,37.558526,55.728758,1
643,37.589311,55.734273,1
644,37.589033,55.759481,-1
645,37.590973,55.759532,-1
646,37.590973,55.759532,-1
647,37.593515,55.759319,-1
648,37.590973,55.759532,-1
649,37.676619,55.742808,-1
650,37.590973,55.759532,-1
651,37.558526,55.728758,-1
652,37.589311,55.734273,-1
653,37.558526,55.728758,-1
654,37.566431,55.731794,-1
655,37.589311,55.734273,1
656,37.558526,55.728758,1
657,37.566431,55.731794,1
658,37.566431,55.731794,1
659,37.558526,55.728758,1
660,37.589311,55.734273,1
661,37.566431,55.731794,-1
662,37.558526,55.728758,-1
663,37.589311,55.734273,-1
664,37.566431,55.731794,1
665,37.558526,55.728758,1
666,37.589311,55.734273,1
667,37.566431,55.731794,1
668,37.558526,55.728758,1
669,37.589311,55.734273,1
670,37.566431,55.731794,-1
671,37.558526,55.728758,-1
672,37.589311,55.734273,-1
673,37.566431,55.731794,1
674,37.558526,55.728758,1
675,37.589311,55.734273,1
676,37.589311,55.734273,-1
677,37.558526,55.728758,-1
678,37.566431,55.731794,-1
679,37.566431,55.731794,1
680,37.558526,55.728758,1
681,37.589311,55.734273,1
682,37.566431,55.731794,-1
683,37.558526,55.728758,-1
684,37.589311,55.734273,-1
685,37.566431,55.731794,-1
686,37.558526,55.728758,-1
687,37.589311,55.734273,-1
688,37.566431,55.731794,-1
689,37.558526,55.728758,-1
690,37.589311,55.734273,-1
691,37.566431,55.731794,-1
692,37.558526,55.728758,-1
693,37.589311,55.734273,-1
694,37.566431,55.731794,-1
695,37.558526,55.728758,-1
696,37.589311,55.734273,-1
697,37.566431,55.731794,-1
698,37.558526,55.728758,-1
699,37.589311,55.734273,-1
700,37.566431,55.731794,1
701,37.558526,55.728758,1
702,37.589311,55.734273,1
703,37.566431,55.731794,-1
704,37.558526,55.728758,-1
705,37.589311,55.734273,-1
706,37.566431,55.731794,-1
707,37.558526,55.728758,-1
708,37.589311,55.734273,-1
709,37.566431,55.731794,-1
710,37.558526,55.728758,-1
711,37.589311,55.734273,-1
712,37.566431,55.731794,1
713,37.558526,55.728758,1
714,37.589311,55.734273,1
715,37.566431,55.731794,1
716,37.558526,55.728758,1
717,37.589311,55.734273,1
718,37.589311,55.734273,-1
719,37.558526,55.728758,-1
720,37.589311,55.734273,-1
721,37.558526,55.728758,-1
722,37.589311,55.734273,-1
723,37.558526,55.728758,-1
724,37.589311,55.734273,1
725,37.558526,55.728758,1
726,37.589311,55.734273,-1
727,37.558526,55.728758,-1
728,37.589311,55.734273,1
729,37.558526,55.728758,1
730,37.589311,55.734273,1
731,37.558526,55.728758,1
732,37.589311,55.734273,-1
733,37.558526,55.728758,-1
734,37.589311,55.734273,-1
735,37.558526,55.728758,-1
736,37.589311,55.734273,-1
737,37.558526,55.728758,-1
738,37.589311,55.734273,-1
739,37.558526,55.728758,-1
740,37.589311,55.734273,-1
741,37.558526,55.728758,-1
742,37.566431,55.731794,-1
743,37.558526,55.728758,-1
744,37.558526,55.728758,1
745,37.566431,55.731794,1
746,37.631119,55.727562,-1
747,37.631119,55.727562,-1
748,37.633203,55.727688,-1
749,37.60752,55.780684,1
750,37.605867,55.785129,1
751,37.60982,55.783357,1
752,37.589311,55.734273,-1
753,37.558526,55.728758,-1
754,37.566431,55.731794,-1
755,37.558526,55.728758,-1
756,37.566431,55.731794,-1
757,37.589311,55.734273,1
758,37.558526,55.728758,1
759,37.566431,55.731794,1
760,37.589311,55.734273,1
761,37.558526,55.728758,1
762,37.566431,55.731794,1
763,37.589311,55.734273,-1
764,37.558526,55.728758,-1
765,37.566431,55.731794,-1
766,37.590282,55.741774,-1
767,37.590282,55.741774,1
768,37.590282,55.741774,1
769,37.589311,55.734273,-1
770,37.558526,55.728758,-1
771,37.566431,55.731794,-1
772,37.589311,55.734273,-1
773,37.558526,55.728758,-1
774,37.566431,55.731794,-1
775,37.589311,55.734273,1
776,37.558526,55.728758,1
777,37.566431,55.731794,1
778,37.589311,55.734273,-1
779,37.558526,55.728758,-1
780,37.566431,55.731794,-1
781,37.589311,55.734273,1
782,37.558526,55.728758,1
783,37.566431,55.731794,1
784,37.589311,55.734273,-1
785,37.558526,55.728758,-1
786,37.566431,55.731794,-1
787,37.589311,55.734273,-1
788,37.558526,55.728758,-1
789,37.566431,55.731794,-1
790,37.589311,55.734273,1
791,37.558526,55.728758,1
792,37.566431,55.731794,1
793,37.589311,55.734273,-1
794,37.558526,55.728758,-1
795,37.566431,55.731794,-1
796,37.668794,55.753296,-1
797,37.590973,55.759532,-1
798,37.589311,55.734273,-1
799,37.558526,55.728758,-1
800,37.566431,55.731794,-1
801,37.589311,55.734273,-1
802,37.558526,55.728758,-1
803,37.566431,55.731794,-1
804,37.590973,55.759532,-1
805,37.590973,55.759532,-1
806,37.67281,55.737263,1
807,37.673618,55.738201,1
808,37.670851,55.734516,1
809,37.558526,55.728758,-1
810,37.566431,55.731794,-1
811,37.558526,55.728758,-1
812,37.566431,55.731794,-1
813,37.589311,55.734273,1
814,37.558526,55.728758,1
815,37.589311,55.734273,1
816,37.566431,55.731794,1
817,37.558526,55.728758,-1
818,37.589311,55.734273,-1
819,37.566431,55.731794,-1
820,37.558526,55.728758,1
821,37.589311,55.734273,1
822,37.566431,55.731794,1
823,37.545294,55.751969,-1
824,37.613701,55.746527,-1
825,37.615183,55.745184,-1
826,37.618552,55.747961,-1
827,37.617518,55.745134,-1
828,37.541943,55.752501,-1
829,37.589311,55.734273,-1
830,37.558526,55.728758,-1
831,37.566431,55.731794,-1
832,37.558526,55.728758,-1
833,37.589311,55.734273,-1
834,37.566431,55.731794,-1
835,37.589311,55.734273,1
836,37.558526,55.728758,1
837,37.566431,55.731794,1
838,37.589482,55.744389,-1
839,37.558526,55.728758,-1
840,37.589311,55.734273,-1
841,37.566431,55.731794,-1
842,37.558526,55.728758,1
843,37.589311,55.734273,1
844,37.566431,55.731794,1
845,37.558526,55.728758,-1
846,37.589311,55.734273,-1
847,37.566431,55.731794,-1
848,37.590282,55.741774,1
849,37.561104,55.726173,-1
850,37.561104,55.726173,-1
851,37.673277,55.740771,-1
852,37.622136,55.7326,-1
853,37.622136,55.7326,1
854,37.621875,55.732388,1
855,37.59807,55.760844,-1
856,37.590973,55.759532,-1
857,37.622136,55.7326,-1
858,37.558526,55.728758,-1
859,37.589311,55.734273,-1
860,37.566431,55.731794,-1
861,37.558526,55.728758,-1
862,37.589311,55.734273,-1
863,37.566431,55.731794,-1
864,37.558526,55.728758,-1
865,37.589311,55.734273,-1
866,37.566431,55.731794,-1
867,37.558526,55.728758,-1
868,37.589311,55.734273,-1
869,37.566431,55.731794,-1
870,37.589311,55.734273,-1
871,37.558526,55.728758,-1
872,37.566431,55.731794,-1
873,37.558526,55.728758,-1
874,37.589311,55.734273,-1
875,37.566431,55.731794,-1
876,37.558526,55.728758,-1
877,37.589311,55.734273,-1
878,37.566431,55.731794,-1
879,37.558526,55.728758,-1
880,37.589311,55.734273,-1
881,37.566431,55.731794,-1
882,37.590282,55.741774,1
883,37.561104,55.726173,-1
884,37.561104,55.726173,-1
885,37.622136,55.7326,-1
886,37.590973,55.759532,-1
887,37.558526,55.728758,-1
888,37.589311,55.734273,-1
889,37.566431,55.731794,-1
890,37.558526,55.728758,-1
891,37.589311,55.734273,-1
892,37.566431,55.731794,-1
893,37.558526,55.728758,-1
894,37.589311,55.734273,-1
895,37.566431,55.731794,-1
896,37.558526,55.728758,-1
897,37.589311,55.734273,-1
898,37.566431,55.731794,-1
899,37.58809,55.761092,-1
900,37.590973,55.759532,-1
901,37.520455,55.759826,1
902,37.670124,55.77115,1
903,37.641342,55.738186,-1
904,37.59083,55.733548,1
905,37.657889,55.78605,-1
906,37.670268,55.775808,-1
907,37.656694,55.786632,-1
908,37.656694,55.786632,-1
909,37.636581,55.771347,-1
910,37.634865,55.782947,-1
911,37.624687,55.772482,-1
912,37.575163,55.767246,-1
913,37.587694,55.756199,1
914,37.576807,55.742478,-1
915,37.606325,55.759907,1
916,37.623106,55.725382,-1
917,37.604556,55.740249,-1
918,37.589311,55.734273,-1
919,37.558526,55.728758,-1
920,37.566431,55.731794,-1
921,37.589311,55.734273,1
922,37.566431,55.731794,1
923,37.558526,55.728758,1
924,37.589311,55.734273,-1
925,37.558526,55.728758,-1
926,37.566431,55.731794,-1
927,37.589311,55.734273,1
928,37.566431,55.731794,1
929,37.558526,55.728758,1
930,37.589311,55.734273,1
931,37.566431,55.731794,1
932,37.558526,55.728758,1
933,37.589311,55.734273,-1
934,37.558526,55.728758,-1
935,37.566431,55.731794,-1
936,37.587048,55.724469,-1
937,37.601978,55.76094,-1
938,37.589311,55.734273,-1
939,37.558526,55.728758,-1
940,37.566431,55.731794,-1
941,37.589311,55.734273,1
942,37.566431,55.731794,1
943,37.558526,55.728758,1
944,37.589311,55.734273,-1
945,37.558526,55.728758,-1
